arXiv:1504.00002, Title: Asymptotic Theory of Bayes Factor in Stochastic Differential Equations:  Part II
arXiv:1504.00052, Title: Improved Error Bounds Based on Worst Likely Assignments
arXiv:1504.00064, Title: Crowdsourcing Feature Discovery via Adaptively Chosen Comparisons
arXiv:1504.00071, Title: Statistical model for overdispersed count outcome with many zeros: an  approach for direct marginal inference
arXiv:1504.00083, Title: A Theory of Feature Learning
arXiv:1504.00091, Title: Learning in the Presence of Corruption
arXiv:1504.00160, Title: A new distribution function with bounded support: the reflected  Generalized Topp-Leone Power Series distribution
arXiv:1504.00238, Title: Micro-Randomized Trials in mHealth
arXiv:1504.00298, Title: Bayesian model comparison with un-normalised likelihoods
arXiv:1504.00302, Title: Multi-Level Restricted Maximum Likelihood Covariance Estimation and  Kriging for Large Non-Gridded Spatial Datasets
arXiv:1504.00313, Title: A Bayesian Level Set Method for Geometric Inverse Problems
arXiv:1504.00327, Title: Mortality cohort effect detection and measurement based on differential  geometry
arXiv:1504.00340, Title: Calibration with confidence: A principled method for panel assessment
arXiv:1504.00377, Title: Bayesian Clustering of Shapes of Curves
arXiv:1504.00397, Title: New improved estimators for overdispersion in models with clustered  multinomial data and unequal cluster sizes
arXiv:1504.00441, Title: Extending the Latent Multinomial Model with Complex Error Processes and  Dynamic Markov Bases
arXiv:1504.00461, Title: Testing for pure-jump processes for high-frequency data
arXiv:1504.00465, Title: Asymptotically distribution-free goodness-of-fit testing for tail  copulas
arXiv:1504.00476, Title: Some aspects of symmetric Gamma process mixtures
arXiv:1504.00490, Title: Bias correction in multivariate extremes
arXiv:1504.00494, Title: Identifying a minimal class of models for high-dimensional data
arXiv:1504.00534, Title: Assessing replicability of findings across two studies of multiple  features
arXiv:1504.00593, Title: The Approximation of the Dissimilarity Projection
arXiv:1504.00595, Title: Adaptive Density Estimation on the Circle by Nearly-Tight Frames
arXiv:1504.00600, Title: A Novel Sparsity-Based Approach to Recursive Estimation of Dynamic  Parameter Sets
arXiv:1504.00606, Title: Quantitative central limit theorems for Mexican needlet coefficients on  circular Poisson fields
arXiv:1504.00608, Title: Simulation-based Estimation of Mean and Standard Deviation for  Meta-analysis via Approximate Bayesian Computation (ABC)
arXiv:1504.00624, Title: Structure Learning of Partitioned Markov Networks
arXiv:1504.00641, Title: A Probabilistic Theory of Deep Learning
arXiv:1504.00701, Title: Many Phenotypes without Many False Discoveries: Error Controlling  Strategies for Multi-Traits Association Studies
arXiv:1504.00722, Title: Point Localization and Density Estimation from Ordinal kNN graphs using  Synchronization
arXiv:1504.00828, Title: Looking-backward probabilities for Gibbs-type exchangeable random  partitions
arXiv:1504.00860, Title: Bayesian Detection of Changepoints in Finite-State Markov Chains for  Multiple Sequences
arXiv:1504.00865, Title: A lower bound on the expected optimal value of certain random linear  programs and application to shortest paths and reliability
arXiv:1504.00917, Title: Detecting hidden periodicities for models with cyclical errors
arXiv:1504.00945, Title: Practical Statistics for Particle Physicists
arXiv:1504.00946, Title: Genetic variant selection: learning across traits and sites
arXiv:1504.00964, Title: Efficient Computation of the Bergsma-Dassios Sign Covariance
arXiv:1504.00975, Title: Bias and response heterogeneity in an air quality data set
arXiv:1504.01044, Title: Concept Drift Detection for Streaming Data
arXiv:1504.01046, Title: Graph Connectivity in Noisy Sparse Subspace Clustering
arXiv:1504.01061, Title: Minimum Risk Equivariant Estimation of the Parameters of the General  Half-Normal Distribution by Means of a Monte Carlo Method to Approximate  Conditional Expectations
arXiv:1504.01062, Title: Method for Generating Distributions and Classes of Probability  Distributions: The Univariate Case
arXiv:1504.01079, Title: A proof of uniform convergence over time for a distributed particle  filter
arXiv:1504.01081, Title: Analysis of Fisher Information and the Cramér-Rao Bound for  Nonlinear Parameter Estimation after Compressed Sensing
arXiv:1504.01097, Title: A New Count Model Generated from Mixed Poisson Transmuted Exponential  Family with an application to Health Care Data
arXiv:1504.01128, Title: Multivariate and functional classification using depth and distance
arXiv:1504.01132, Title: Recursive Partitioning for Heterogeneous Causal Effects
arXiv:1504.01146, Title: Application of Inverse Path Distance Weighting for high-density spatial  mapping of coastal water quality patterns
arXiv:1504.01147, Title: On the Population Size Estimation from Dual-record System:  Profile-Likelihood Approaches
arXiv:1504.01169, Title: Efficient Dictionary Learning via Very Sparse Random Projections
arXiv:1504.01227, Title: Chebyshev polynomials, moment matching, and optimal estimation of the  unseen
